date,precipitation,snowfall,snowdepth,avgwindspeed,weather,avgtemperature,avgtemperature_comaprision
2010-11-25,0.0,0.0,0.0,4.03,mist,51.0,less than global average
2012-08-11,0.4,0.0,0.0,6.93,mist,80.0,more than global average
2010-11-26,0.07,0.0,0.0,7.61,mist,58.0,less than global average
2012-08-21,0.0,0.0,0.0,1.57,mist,75.5,more than global average
2012-08-25,0.41,0.0,0.0,3.58,mist,67.5,more than global average
2010-12-01,0.29,0.0,0.0,12.08,mist,50.5,less than global average
2012-08-31,0.0,0.0,0.0,6.49,mist,81.5,more than global average
2010-12-11,0.17,0.0,0.0,2.91,mist,33.5,less than global average
2012-09-19,0.0,0.0,0.0,6.26,mist,64.5,more than global average
2012-09-28,0.06,0.0,0.0,3.8,mist,73.5,more than global average
2012-11-21,0.0,0.0,0.0,3.8,mist,47.5,less than global average
2011-01-26,0.37,0.0,0.0,6.26,mist,40.5,less than global average
2012-12-13,0.13,0.0,0.0,5.82,mist,42.0,less than global average
2012-12-20,0.42,0.0,0.0,10.07,mist,51.0,less than global average
2013-01-15,0.01,0.0,0.0,7.83,mist,52.0,less than global average
2011-03-06,0.67,0.0,0.0,10.51,mist,52.0,less than global average
2011-03-09,0.23,0.0,0.0,8.72,mist,50.0,less than global average
2013-02-24,0.08,0.0,0.0,3.58,mist,51.0,less than global average
2011-03-28,0.02,0.0,0.0,2.46,mist,40.0,less than global average
2011-03-31,0.03,0.0,0.0,3.58,mist,44.0,less than global average
2013-03-24,0.73,0.0,0.0,7.61,mist,38.5,less than global average
2013-03-25,0.0,0.0,0.0,7.38,mist,41.5,less than global average
2011-04-16,0.39,0.0,0.0,15.43,mist,65.0,more than global average
2011-04-22,0.43,0.0,0.0,5.82,mist,54.5,less than global average
2011-04-24,0.0,0.0,0.0,11.18,mist,74.5,more than global average
2011-05-06,0.3,0.0,0.0,7.61,mist,58.0,less than global average
2011-05-07,0.0,0.0,0.0,3.36,mist,63.5,less than global average
2011-06-28,0.29,0.0,0.0,8.05,mist,85.5,more than global average
2011-08-05,0.0,0.0,0.0,7.16,mist,82.5,more than global average
2011-08-20,0.0,0.0,0.0,4.25,mist,79.0,more than global average
2011-10-07,0.0,0.0,0.0,3.36,mist,59.5,less than global average
2011-10-13,0.0,0.0,0.0,8.05,mist,73.0,more than global average
2011-10-18,1.04,0.0,0.0,6.26,mist,71.0,more than global average
2011-10-19,0.84,0.0,0.0,10.51,mist,61.0,less than global average
2011-11-02,0.0,0.0,0.0,0.67,mist,49.0,less than global average
2011-11-09,0.0,0.0,0.0,0.22,mist,55.0,less than global average
2011-11-10,0.01,0.0,0.0,3.58,mist,53.5,less than global average
2012-01-10,0.0,0.0,0.0,1.12,mist,49.5,less than global average
2012-01-18,0.11,0.0,0.0,6.93,mist,46.5,less than global average
2012-01-25,0.0,0.0,0.0,1.79,mist,49.0,less than global average
2012-02-04,0.23,0.0,0.0,4.03,mist,46.5,less than global average
2012-02-23,0.2,0.0,0.0,8.5,mist,59.5,less than global average
2012-02-24,0.09,0.0,0.0,17.45,mist,64.0,more than global average
2012-03-09,0.28,0.0,0.0,5.14,mist,50.5,less than global average
2012-04-04,0.62,0.0,0.0,4.25,mist,71.0,more than global average
2012-04-19,0.0,0.0,0.0,3.8,mist,57.5,less than global average
2012-04-21,0.24,0.0,0.0,5.82,mist,67.5,more than global average
2012-04-22,0.82,0.0,0.0,8.28,mist,55.0,less than global average
2012-06-01,1.19,0.0,0.0,7.83,mist,76.5,more than global average
2012-06-20,0.0,0.0,0.0,3.13,mist,81.5,more than global average
2012-06-21,0.0,0.0,0.0,5.82,mist,83.5,more than global average
2012-06-23,0.0,0.0,0.0,4.03,mist,79.5,more than global average
2012-07-04,0.24,0.0,0.0,3.8,mist,87.0,more than global average
2012-07-07,0.0,0.0,0.0,6.26,mist,87.0,more than global average
2012-07-09,0.23,0.0,0.0,3.36,mist,84.5,more than global average
2012-07-14,0.0,0.0,0.0,4.47,mist,83.0,more than global average
2012-07-22,1.1,0.0,0.0,2.01,mist,80.0,more than global average
2012-08-12,0.0,0.0,0.0,2.46,mist,79.0,more than global average
2012-08-17,0.0,0.0,0.0,4.03,mist,78.5,more than global average
2012-08-23,0.0,0.0,0.0,4.92,mist,75.5,more than global average
2012-08-30,0.0,0.0,0.0,4.47,mist,78.5,more than global average
2012-10-17,0.0,0.0,0.0,3.8,mist,59.0,less than global average
2012-10-29,0.55,0.0,0.0,10.07,mist,46.5,less than global average
2012-12-07,0.05,0.0,0.0,3.13,mist,50.5,less than global average
2012-12-09,0.02,0.0,0.0,5.59,mist,61.5,less than global average
2012-12-17,0.18,0.0,0.0,7.83,mist,58.5,less than global average
2013-01-02,0.24,0.0,0.0,3.58,mist,44.5,less than global average
2013-01-03,0.0,0.0,0.0,1.79,mist,37.0,less than global average
2013-01-04,0.0,0.0,0.0,4.47,mist,38.5,less than global average
2013-01-29,0.0,0.0,0.0,8.95,mist,58.5,less than global average
2013-02-07,0.43,0.0,0.0,8.72,mist,42.0,less than global average
2013-02-13,0.23,0.0,0.0,3.58,mist,46.0,less than global average
2013-02-27,0.0,0.0,0.0,8.72,mist,51.0,less than global average
2013-03-05,0.41,0.0,0.0,4.92,mist,42.5,less than global average
2013-03-19,0.0,0.0,0.0,6.71,mist,53.5,less than global average
2010-05-25,0.0,0.0,0.0,7.38,mist,71.0,more than global average
2010-06-03,0.0,0.0,0.0,6.04,mist,79.5,more than global average
2010-06-04,0.0,0.0,0.0,7.61,mist,81.0,more than global average
2010-06-30,0.18,0.0,0.0,5.59,mist,73.5,more than global average
2010-07-12,0.14,0.0,0.0,6.49,mist,80.5,more than global average
2010-08-23,0.0,0.0,0.0,4.25,mist,80.5,more than global average
2010-09-11,0.1,0.0,0.0,4.47,mist,72.5,more than global average
2010-09-27,0.7,0.0,0.0,8.72,mist,72.5,more than global average
2010-11-03,0.02,0.0,0.0,4.03,mist,50.5,less than global average
2011-01-01,0.28,0.0,0.0,4.25,mist,51.0,less than global average
2011-02-02,0.18,0.0,0.0,14.32,mist,56.0,less than global average
2011-02-04,0.45,0.0,0.0,3.13,mist,35.0,less than global average
2011-02-11,0.0,0.0,0.0,1.12,mist,36.0,less than global average
2011-02-25,0.05,0.0,0.0,16.33,mist,57.5,less than global average
2011-03-26,0.34,0.0,0.0,8.05,mist,44.5,less than global average
2011-03-27,0.07,0.0,0.0,6.93,mist,37.5,less than global average
2011-04-08,0.06,0.0,0.0,5.14,mist,67.5,more than global average
2011-04-10,0.0,0.0,0.0,3.8,mist,62.0,less than global average
2011-05-19,0.0,0.0,0.0,2.91,mist,65.5,more than global average
2011-05-28,0.0,0.0,0.0,4.03,mist,75.5,more than global average
2011-06-01,0.0,0.0,0.0,2.46,mist,82.5,more than global average
2011-07-05,0.0,0.0,0.0,3.8,mist,81.0,more than global average
2011-07-25,0.07,0.0,0.0,4.92,mist,85.5,more than global average
2011-09-17,0.23,0.0,0.0,8.05,mist,58.0,less than global average
2011-09-23,0.68,0.0,0.0,3.58,mist,70.0,more than global average
2011-11-03,0.17,0.0,0.0,4.03,mist,51.5,less than global average
2011-11-04,1.43,0.0,0.0,11.41,mist,51.0,less than global average
2011-11-22,0.0,0.0,0.0,6.93,mist,69.0,more than global average
2011-11-23,0.18,0.0,0.0,12.08,mist,61.5,less than global average
2011-11-28,0.02,0.0,0.0,8.72,mist,65.5,more than global average
2011-12-07,0.54,0.0,0.0,13.42,mist,57.0,less than global average
2011-12-21,0.25,0.0,0.0,9.62,mist,60.0,less than global average
2012-01-17,0.1,0.0,0.0,14.99,mist,53.5,less than global average
2012-01-21,0.42,0.0,0.0,7.61,mist,47.0,less than global average
2012-02-06,0.0,0.0,0.0,0.0,mist,40.0,less than global average
2012-02-28,0.0,0.0,0.0,4.25,mist,53.5,less than global average
2012-03-18,0.87,0.0,0.0,2.24,mist,64.0,more than global average
2012-03-25,0.03,0.0,0.0,3.8,mist,62.0,less than global average
2012-04-18,0.31,0.0,0.0,7.83,mist,62.0,less than global average
2012-05-05,1.58,0.0,0.0,4.47,mist,74.0,more than global average
2012-07-11,0.45,0.0,0.0,4.03,mist,74.0,more than global average
2012-07-27,0.14,0.0,0.0,6.93,mist,86.5,more than global average
2012-08-22,0.13,0.0,0.0,3.36,mist,75.0,more than global average
2012-09-05,0.0,0.0,0.0,9.84,mist,81.0,more than global average
2012-09-30,0.0,0.0,0.0,2.46,mist,65.5,more than global average
2012-10-28,0.03,0.0,0.0,9.84,mist,57.5,less than global average
2012-11-13,0.18,0.0,0.0,6.71,mist,52.5,less than global average
2013-01-01,0.21,0.0,0.0,6.49,mist,46.5,less than global average
2013-01-26,0.0,0.0,0.0,1.34,mist,32.5,less than global average
2013-01-30,0.35,0.0,0.0,18.12,mist,66.5,more than global average
2013-02-16,0.39,0.7,0.0,4.03,mist,39.5,less than global average
2013-02-23,0.92,0.0,0.0,2.46,mist,40.0,less than global average
2013-03-12,0.65,0.0,0.0,9.84,mist,58.5,less than global average
2009-01-27,0.11,0.0,0.0,3.8,mist,41.5,less than global average
2009-02-02,0.11,0.0,0.0,9.62,mist,50.5,less than global average
2009-02-28,0.72,0.0,0.0,9.62,mist,48.0,less than global average
2009-03-13,0.53,0.0,0.0,8.72,mist,43.0,less than global average
2009-05-04,0.29,0.0,0.0,14.54,mist,77.0,more than global average
2009-05-11,0.07,0.0,0.0,6.49,mist,58.0,less than global average
2009-06-16,0.42,0.0,0.0,6.49,mist,69.5,more than global average
2009-07-21,0.0,0.0,0.0,3.13,mist,78.0,more than global average
2009-08-29,0.0,0.0,0.0,5.14,mist,81.5,more than global average
2009-09-17,0.37,0.0,0.0,4.03,mist,68.0,more than global average
2009-09-19,0.0,0.0,0.0,5.59,mist,71.5,more than global average
2009-10-13,0.0,0.0,0.0,2.91,mist,64.5,more than global average
2009-10-23,0.0,0.0,0.0,8.95,mist,70.5,more than global average
2009-10-24,0.27,0.0,0.0,11.41,mist,69.5,more than global average
2009-10-28,0.04,0.0,0.0,5.82,mist,65.0,more than global average
2009-11-01,0.92,0.0,0.0,10.51,mist,59.5,less than global average
2009-11-02,0.03,0.0,0.0,4.7,mist,51.0,less than global average
2009-11-10,0.88,0.0,0.0,4.7,mist,59.5,less than global average
2009-11-11,2.97,0.0,0.0,15.21,mist,52.5,less than global average
2009-11-24,0.0,0.0,0.0,3.36,mist,53.0,less than global average
2009-12-20,0.0,0.0,0.0,2.68,mist,35.5,less than global average
2010-01-08,0.05,0.0,0.0,8.95,mist,32.0,less than global average
2010-01-18,0.0,0.0,0.0,3.13,mist,50.5,less than global average
2010-01-22,0.01,0.0,0.0,6.71,mist,38.5,less than global average
2010-01-25,0.86,0.0,0.0,17.67,mist,56.5,less than global average
2010-02-23,0.0,0.0,0.0,2.68,mist,46.5,less than global average
2010-03-14,0.22,0.0,0.0,5.59,mist,53.5,less than global average
2010-03-26,0.06,0.0,0.0,8.95,mist,51.5,less than global average
2010-03-29,1.52,0.0,0.0,3.8,mist,59.5,less than global average
2010-04-15,0.0,0.0,0.0,2.01,mist,56.5,less than global average
2010-04-22,0.0,0.0,0.0,2.91,mist,59.5,less than global average
2010-05-05,0.0,0.0,0.0,4.47,mist,72.5,more than global average
2009-01-20,0.19,3.5,2.0,6.71,mist,29.0,less than global average
2009-02-18,0.59,0.0,0.0,10.74,mist,48.5,less than global average
2009-03-20,0.0,0.0,0.0,6.93,mist,50.5,less than global average
2009-04-03,0.06,0.0,0.0,15.21,mist,66.5,more than global average
2009-05-08,0.0,0.0,0.0,7.38,mist,72.0,more than global average
2009-05-17,0.29,0.0,0.0,8.95,mist,62.5,less than global average
2009-06-04,0.76,0.0,0.0,7.38,mist,79.0,more than global average
2009-06-07,0.0,0.0,0.0,3.13,mist,74.0,more than global average
2009-06-09,0.82,0.0,0.0,7.16,mist,80.0,more than global average
2009-06-10,0.07,0.0,0.0,4.7,mist,75.0,more than global average
2009-07-07,0.0,0.0,0.0,2.68,mist,77.5,more than global average
2009-07-14,0.0,0.0,0.0,4.7,mist,76.5,more than global average
2009-07-15,0.0,0.0,0.0,5.59,mist,77.5,more than global average
2009-08-01,0.0,0.0,0.0,5.82,mist,82.5,more than global average
2009-08-05,0.18,0.0,0.0,5.82,mist,84.0,more than global average
2009-08-13,0.0,0.0,0.0,2.01,mist,76.0,more than global average
2009-08-23,0.0,0.0,0.0,3.36,mist,77.0,more than global average
2009-08-24,0.0,0.0,0.0,3.8,mist,77.5,more than global average
2009-08-28,0.37,0.0,0.0,4.03,mist,80.5,more than global average
2009-09-07,0.57,0.0,0.0,7.38,mist,71.0,more than global average
2009-09-13,0.0,0.0,0.0,4.25,mist,70.5,more than global average
2009-10-06,0.02,0.0,0.0,3.8,mist,63.0,less than global average
2009-10-12,0.19,0.0,0.0,5.14,mist,56.5,less than global average
2009-10-26,0.06,0.0,0.0,5.82,mist,54.0,less than global average
2009-10-27,0.12,0.0,0.0,4.25,mist,58.0,less than global average
2009-11-03,0.0,0.0,0.0,2.01,mist,54.5,less than global average
2009-11-05,0.0,0.0,0.0,2.91,mist,51.5,less than global average
2009-11-18,0.45,0.0,0.0,8.28,mist,57.0,less than global average
2009-11-20,0.0,0.0,0.0,3.58,mist,52.5,less than global average
2009-12-06,0.0,0.0,0.0,2.01,mist,36.0,less than global average
2009-12-14,0.0,0.0,0.0,5.14,mist,44.0,less than global average
2009-12-26,0.0,0.0,0.0,6.71,mist,46.0,less than global average
2010-01-01,0.0,0.0,0.0,4.7,mist,39.5,less than global average
2010-01-21,0.65,0.0,0.0,9.84,mist,39.0,less than global average
2010-01-23,0.0,0.0,0.0,4.7,mist,40.0,less than global average
2010-01-24,0.13,0.0,0.0,9.62,mist,52.5,less than global average
2010-01-29,0.1,1.4,0.0,7.16,mist,37.0,less than global average
2010-02-22,0.29,0.0,0.0,2.46,mist,44.0,less than global average
2010-02-24,0.12,0.0,0.0,5.59,mist,42.5,less than global average
2010-03-28,0.09,0.0,0.0,11.63,mist,53.5,less than global average
2010-04-21,0.33,0.0,0.0,2.68,mist,56.5,less than global average
2010-04-25,0.29,0.0,0.0,14.32,mist,71.5,more than global average
2010-05-14,0.0,0.0,0.0,7.61,mist,79.5,more than global average
2010-05-19,0.36,0.0,0.0,3.8,mist,63.5,less than global average
2010-05-29,0.02,0.0,0.0,5.14,mist,74.5,more than global average
2010-06-06,0.18,0.0,0.0,10.29,mist,82.5,more than global average
2010-06-14,0.0,0.0,0.0,3.8,mist,82.0,more than global average
2010-06-19,0.0,0.0,0.0,4.92,mist,83.0,more than global average
2010-06-20,0.0,0.0,0.0,3.58,mist,83.0,more than global average
2010-07-10,0.0,0.0,0.0,4.25,mist,82.5,more than global average
2010-07-16,0.0,0.0,0.0,9.62,mist,87.0,more than global average
2010-08-01,0.1,0.0,0.0,4.92,mist,72.5,more than global average
2010-08-12,0.05,0.0,0.0,4.25,mist,86.5,more than global average
2010-08-20,0.0,0.0,0.0,5.82,mist,80.5,more than global average
2010-08-28,0.0,0.0,0.0,2.68,mist,80.0,more than global average
2010-09-12,0.03,0.0,0.0,3.8,mist,76.5,more than global average
2010-09-19,0.0,0.0,0.0,2.01,mist,76.5,more than global average
2010-09-29,1.69,0.0,0.0,8.05,mist,66.0,more than global average
2010-10-01,0.01,0.0,0.0,5.82,mist,66.5,more than global average
2010-10-14,1.11,0.0,0.0,4.92,mist,63.0,less than global average
2010-12-17,0.0,0.0,0.0,2.24,mist,35.5,less than global average
2010-12-25,0.15,0.4,0.0,2.46,mist,38.0,less than global average
2011-01-19,0.0,0.0,0.0,5.14,mist,51.5,less than global average
2011-02-07,0.0,0.0,0.0,3.8,mist,44.0,less than global average
2011-02-17,0.0,0.0,0.0,7.61,mist,55.5,less than global average
2011-03-10,0.47,0.0,0.0,9.84,mist,55.0,less than global average
2011-03-23,0.45,0.0,0.0,6.71,mist,66.5,more than global average
2011-05-04,0.67,0.0,0.0,5.82,mist,60.5,less than global average
2011-05-23,0.09,0.0,0.0,7.38,mist,78.5,more than global average
2011-06-11,0.3,0.0,0.0,6.49,mist,82.0,more than global average
2011-07-27,0.0,0.0,0.0,4.92,mist,86.0,more than global average
2011-07-30,2.1,0.0,0.0,4.7,mist,87.5,more than global average
2011-07-31,1.16,0.0,0.0,2.68,mist,79.0,more than global average
2011-08-13,0.48,0.0,0.0,5.37,mist,76.5,more than global average
2011-09-07,0.0,0.0,0.0,3.8,mist,76.0,more than global average
2011-09-22,0.08,0.0,0.0,2.46,mist,76.0,more than global average
2011-09-29,0.0,0.0,0.0,4.25,mist,72.5,more than global average
2011-10-28,0.08,0.0,0.0,9.4,mist,53.0,less than global average
2011-11-17,0.54,0.0,0.0,6.93,mist,48.0,less than global average
2011-11-21,0.0,0.0,0.0,4.7,mist,68.5,more than global average
2011-12-22,0.08,0.0,0.0,7.83,mist,64.5,more than global average
2012-01-20,0.19,0.0,0.0,3.8,mist,45.0,less than global average
2012-02-05,0.15,0.0,0.0,5.59,mist,41.0,less than global average
2012-02-19,0.71,0.9,0.0,10.51,mist,43.5,less than global average
2012-03-20,1.58,0.0,0.0,3.58,mist,69.5,more than global average
2012-03-24,0.66,0.0,0.0,4.7,mist,63.5,less than global average
2012-03-31,0.27,0.0,0.0,6.26,mist,67.5,more than global average
2012-04-26,0.38,0.0,0.0,9.62,mist,66.5,more than global average
2012-04-30,0.0,0.0,0.0,7.16,mist,70.5,more than global average
2012-05-15,0.15,0.0,0.0,4.25,mist,74.0,more than global average
2012-05-30,0.39,0.0,0.0,4.7,mist,73.0,more than global average
2012-06-11,1.06,0.0,0.0,7.38,mist,77.5,more than global average
2012-07-10,0.01,0.0,0.0,3.58,mist,79.5,more than global average
2012-08-13,0.0,0.0,0.0,2.24,mist,78.5,more than global average
2012-09-02,1.85,0.0,0.0,3.58,mist,80.0,more than global average
2012-09-16,0.69,0.0,0.0,3.13,mist,62.0,less than global average
2012-10-02,0.12,0.0,0.0,7.61,mist,77.5,more than global average
2012-10-19,0.19,0.0,0.0,7.61,mist,65.5,more than global average
2012-10-26,0.01,0.0,0.0,7.83,mist,64.5,more than global average
2012-12-12,0.24,0.0,0.0,9.17,mist,44.5,less than global average
2012-12-16,0.09,0.0,0.0,5.59,mist,53.0,less than global average
2012-12-26,1.41,0.0,0.0,9.17,mist,43.0,less than global average
2012-12-29,0.37,0.0,0.0,6.26,mist,45.0,less than global average
2013-01-12,0.0,0.0,0.0,2.01,mist,60.0,less than global average
2013-01-13,0.0,0.0,0.0,8.05,mist,65.0,more than global average
2013-01-31,0.09,0.0,0.0,13.2,mist,48.0,less than global average
2013-02-19,0.14,0.0,0.0,9.62,mist,43.0,less than global average
2013-02-26,0.86,0.0,0.0,10.29,mist,47.0,less than global average
2013-03-17,0.0,0.0,0.0,10.29,mist,50.0,less than global average
2013-03-31,0.87,0.0,0.0,8.5,mist,58.0,less than global average
2009-01-03,0.0,0.0,0.0,2.01,mist,45.0,less than global average
2009-01-04,0.62,0.0,0.0,4.03,mist,49.5,less than global average
2009-01-07,0.16,0.0,0.0,18.34,mist,54.5,less than global average
2009-02-03,0.15,0.0,0.0,7.61,mist,39.0,less than global average
2009-04-14,0.12,0.0,0.0,7.61,mist,64.5,more than global average
2009-05-07,0.1,0.0,0.0,9.4,mist,75.0,more than global average
2009-05-24,0.54,0.0,0.0,4.92,mist,75.5,more than global average
2009-05-27,0.0,0.0,0.0,2.68,mist,75.0,more than global average
2009-06-05,0.13,0.0,0.0,7.38,mist,72.5,more than global average
2009-07-20,0.19,0.0,0.0,5.14,mist,73.0,more than global average
2009-07-30,0.06,0.0,0.0,8.28,mist,84.5,more than global average
2009-08-22,0.25,0.0,0.0,3.8,mist,78.0,more than global average
2009-09-23,0.25,0.0,0.0,2.24,mist,77.0,more than global average
2009-10-14,0.14,0.0,0.0,8.72,mist,54.0,less than global average
2009-10-31,0.06,0.0,0.0,8.28,mist,69.5,more than global average
2009-11-12,0.58,0.0,0.0,14.09,mist,47.0,less than global average
2009-11-17,0.0,0.0,0.0,5.82,mist,55.0,less than global average
2009-11-21,0.0,0.0,0.0,3.58,mist,48.0,less than global average
2009-12-15,0.0,0.0,0.0,4.47,mist,53.5,less than global average
2009-12-31,0.11,0.0,0.0,1.57,mist,39.0,less than global average
2010-01-17,1.46,0.0,0.0,7.38,mist,56.5,less than global average
2010-02-12,0.1,1.0,0.0,1.79,mist,32.5,less than global average
2010-02-13,0.05,1.0,2.0,4.92,mist,35.0,less than global average
2010-03-17,0.0,0.0,0.0,1.79,mist,49.5,less than global average
2010-04-08,0.13,0.0,0.0,15.21,mist,71.5,more than global average
2010-04-09,0.61,0.0,0.0,5.82,mist,56.0,less than global average
2010-04-24,0.11,0.0,0.0,5.59,mist,67.0,more than global average
2010-05-01,0.0,0.0,0.0,10.51,mist,75.0,more than global average
2010-05-18,0.08,0.0,0.0,3.8,mist,58.5,less than global average
2010-05-20,0.0,0.0,0.0,2.68,mist,68.5,more than global average
2010-05-23,1.08,0.0,0.0,3.36,mist,72.5,more than global average
2010-05-24,0.04,0.0,0.0,7.83,mist,68.5,more than global average
2010-06-12,0.0,0.0,0.0,4.7,mist,81.0,more than global average
2010-07-17,0.18,0.0,0.0,8.05,mist,80.0,more than global average
2010-08-10,0.0,0.0,0.0,6.49,mist,85.5,more than global average
2010-08-24,0.47,0.0,0.0,5.82,mist,76.5,more than global average
2010-08-26,0.0,0.0,0.0,1.57,mist,78.0,more than global average
2010-10-20,0.1,0.0,0.0,2.24,mist,58.5,less than global average
2010-10-27,0.29,0.0,0.0,13.87,mist,80.0,more than global average
2010-11-06,0.16,0.0,0.0,3.36,mist,45.5,less than global average
2011-01-06,0.15,0.0,0.0,2.24,mist,40.0,less than global average
2011-02-05,0.92,0.0,0.0,8.05,mist,42.0,less than global average
2011-02-10,0.03,0.4,0.0,4.25,mist,36.0,less than global average
2011-02-18,0.0,0.0,0.0,10.74,mist,65.0,more than global average
2011-03-15,0.1,0.0,0.0,8.05,mist,49.0,less than global average
2011-03-30,1.05,0.0,0.0,7.83,mist,44.0,less than global average
2011-04-11,0.0,0.0,0.0,11.63,mist,72.0,more than global average
2011-05-11,0.0,0.0,0.0,3.36,mist,68.0,more than global average
2011-05-13,0.73,0.0,0.0,3.8,mist,70.5,more than global average
2011-05-17,0.17,0.0,0.0,7.16,mist,65.0,more than global average
2011-06-18,0.24,0.0,0.0,6.49,mist,81.5,more than global average
2011-07-26,0.0,0.0,0.0,4.7,mist,83.0,more than global average
2011-09-24,0.03,0.0,0.0,3.8,mist,72.5,more than global average
2011-10-12,0.09,0.0,0.0,4.25,mist,70.5,more than global average
2011-10-29,0.87,0.0,0.0,5.37,mist,44.0,less than global average
2011-12-16,0.53,0.0,0.0,6.71,mist,54.5,less than global average
2011-12-17,0.09,0.0,0.0,3.36,mist,40.0,less than global average
2012-01-09,0.28,0.0,0.0,3.58,mist,46.0,less than global average
2012-01-22,0.0,0.0,0.0,8.05,mist,34.5,less than global average
2012-01-26,0.0,0.0,0.0,6.71,mist,54.5,less than global average
2012-02-17,0.0,0.0,0.0,2.46,mist,52.5,less than global average
2012-03-02,0.02,0.0,0.0,4.92,mist,52.5,less than global average
2012-03-03,0.73,0.0,0.0,5.82,mist,58.0,less than global average
2012-03-16,0.19,0.0,0.0,4.7,mist,69.0,more than global average
2012-05-13,0.15,0.0,0.0,5.59,mist,67.5,more than global average
2012-05-14,0.49,0.0,0.0,6.26,mist,69.0,more than global average
2012-07-12,0.0,0.0,0.0,4.03,mist,76.0,more than global average
2012-07-28,1.12,0.0,0.0,4.25,mist,81.5,more than global average
2012-08-06,0.49,0.0,0.0,6.26,mist,83.5,more than global average
2012-08-07,0.08,0.0,0.0,5.59,mist,80.5,more than global average
2012-08-19,2.08,0.0,0.0,5.59,mist,72.0,more than global average
2012-08-20,0.15,0.0,0.0,1.12,mist,74.0,more than global average
2012-08-28,0.0,0.0,0.0,7.61,mist,80.0,more than global average
2012-09-04,0.03,0.0,0.0,7.16,mist,81.0,more than global average
2012-09-06,0.55,0.0,0.0,7.16,mist,81.0,more than global average
2012-09-17,0.72,0.0,0.0,3.36,mist,72.0,more than global average
2012-10-01,0.14,0.0,0.0,4.7,mist,64.0,more than global average
2012-10-03,0.0,0.0,0.0,4.92,mist,79.0,more than global average
2012-10-09,0.0,0.0,0.0,3.36,mist,52.5,less than global average
2012-11-15,0.29,0.0,0.0,4.47,mist,41.5,less than global average
2012-11-27,0.09,0.0,0.0,4.25,mist,50.0,less than global average
2012-12-10,0.01,0.0,0.0,11.63,mist,67.5,more than global average
2013-01-27,0.0,0.0,0.0,1.57,mist,31.5,less than global average
2013-01-28,0.01,0.0,0.0,6.26,mist,41.5,less than global average
2013-02-08,0.59,0.0,0.0,7.61,mist,47.0,less than global average
2013-02-11,0.05,0.0,0.0,10.51,mist,54.0,less than global average
2013-02-22,0.36,0.0,0.0,4.92,mist,37.0,less than global average
2013-03-06,0.01,0.0,0.0,10.74,mist,41.5,less than global average
2009-01-02,0.05,0.0,0.0,6.26,rain,34.5,less than global average
2009-01-18,0.0,0.0,0.0,10.51,rain,36.5,less than global average
2009-02-14,0.0,0.0,0.0,8.72,rain,54.0,less than global average
2009-03-01,1.38,0.0,0.0,12.75,rain,36.5,less than global average
2009-03-02,0.3,3.2,3.0,6.93,rain,29.0,less than global average
2009-03-14,0.73,0.0,0.0,4.92,rain,41.5,less than global average
2009-03-15,0.87,0.0,0.0,2.46,rain,46.0,less than global average
2009-03-16,0.41,0.0,0.0,3.8,rain,49.0,less than global average
2009-03-28,0.91,0.0,0.0,5.37,rain,66.0,more than global average
2009-04-02,0.33,0.0,0.0,7.38,rain,61.5,less than global average
2009-04-15,0.0,0.0,0.0,8.72,rain,56.5,less than global average
2009-04-20,0.36,0.0,0.0,10.29,rain,69.0,more than global average
2009-05-01,0.07,0.0,0.0,12.97,rain,74.5,more than global average
2009-05-29,0.0,0.0,0.0,7.16,rain,78.0,more than global average
2009-06-15,0.04,0.0,0.0,5.59,rain,76.5,more than global average
2009-06-17,0.05,0.0,0.0,7.38,rain,74.0,more than global average
2009-07-01,0.04,0.0,0.0,5.14,rain,81.0,more than global average
2009-07-17,0.27,0.0,0.0,8.05,rain,85.0,more than global average
2009-07-23,0.0,0.0,0.0,5.59,rain,82.5,more than global average
2009-08-06,0.23,0.0,0.0,2.68,rain,77.5,more than global average
2009-09-08,0.0,0.0,0.0,8.05,rain,74.0,more than global average
2009-09-22,1.45,0.0,0.0,4.25,rain,72.5,more than global average
2009-09-24,0.0,0.0,0.0,3.36,rain,80.5,more than global average
2009-09-25,0.02,0.0,0.0,6.26,rain,69.5,more than global average
2009-09-28,0.22,0.0,0.0,8.28,rain,70.5,more than global average
2009-10-05,0.09,0.0,0.0,2.01,rain,62.0,less than global average
2009-10-07,0.0,0.0,0.0,9.17,rain,70.5,more than global average
2009-10-15,0.07,0.0,0.0,3.58,rain,50.0,less than global average
2009-11-13,0.03,0.0,0.0,11.41,rain,51.5,less than global average
2009-11-14,0.01,0.0,0.0,4.47,rain,57.5,less than global average
2009-11-19,0.01,0.0,0.0,5.14,rain,65.5,more than global average
2009-11-23,0.58,0.0,0.0,6.26,rain,50.5,less than global average
2009-12-08,0.45,0.0,0.0,6.49,rain,39.5,less than global average
2009-12-12,0.0,0.0,0.0,2.24,rain,32.5,less than global average
2010-01-16,0.02,0.0,0.0,1.57,rain,46.0,less than global average
2010-01-30,0.61,3.6,3.0,10.29,rain,23.5,less than global average
2010-02-06,0.02,0.0,0.0,6.26,rain,33.5,less than global average
2010-03-03,0.12,0.6,1.0,6.04,rain,38.5,less than global average
2010-03-10,0.16,0.0,0.0,8.05,rain,59.5,less than global average
2010-03-11,0.32,0.0,0.0,4.47,rain,60.5,less than global average
